Apple Butter Tenderloin,0,pork,"{'Pork Tenderloin': ['Lb', 2], 'Brown Sugar': ['Tbsp', 1], 'Smoked Paprika': ['Tsp', 1], 'Garlic Powder': ['Tsp', 0.5], 'Dry Thyme': ['Tsp', 0.5], 'Apple Butter': ['Cup', 0.75], 'Apple Cider Vinegar': ['Tbsp', 1], 'Whole Grain Mustard': ['Tbsp', 1]}",bbq,None,1
Pad Thai,0,chicken,"{'Rice Noodles': ['Dry Oz', 4], 'Tamarind Paste': ['Tbsp', 1.5], 'Brown Sugar': ['Tbsp', 3], 'Fish Sauce': ['Tbsp', 2], 'Oyster Sauce': ['Tbsp', 1.5], 'Canola Oil': ['Tbsp', 3], 'Yellow Onion': ['Each', 0.5], 'Garlic': ['Clove', 2], 'Chicken Breast': ['Lb', 0.5], 'Egg': ['Each', 2], 'Bean Sprouts': ['Cup', 1.5], 'Firm Tofu': ['Cup', 0.5], 'Scallion': ['Each', 1]}",new,stir fry,1
Parmesan Crusted Tilapia,0,seafood,"{'Tilapia Fillet': ['Each', 2], 'Butter': ['Tbsp', 2], 'Lemon': ['Each', 1], 'Garlic Powder': ['Tsp', 1], 'Shredded Parmesan': ['Cup', 0.25]}",new,None,1
Parsnip and Apple Soup,1,veggie,"{'Unsalted Butter': ['Tbsp', 3], 'Leek': ['Each', 1.5], 'Parsnip': ['Each', 3], 'Gala Apple': ['Each', 2], 'Ground Coriander': ['Tsp', 1], 'Heavy Cream': ['Cup', 0.25], 'Flat-Leaf Parsley': ['Tbsp', 2]}",new,soup,1
Pasta-Roni Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Pasta-Roni': ['Each', 1], 'Butter': ['Tbsp', 2], 'Milk': ['Cup', 0.66]}",pasta,None,2
Persian Chicken,0,chicken,"{'Chicken Breast': ['Each', 2], 'Yellow Onion': ['Each', 1], 'Turmeric': ['Tsp', 2], 'Garlic': ['Clove', 4], 'Lime Juice': ['Tbsp', 2], 'Olive Oil': ['Tbsp', 3], 'Ground Cumin': ['Tsp', 2.25], 'Kosher Salt': ['Tsp', 1.75], 'Rice': ['Cup', 1], 'Ground Cardamom': ['Tsp', 0.25], 'Ground Cinnamon': ['Tsp', 0.25], 'Cucumber': ['Each', 1], 'Fresh Mint': ['Cup', 0.5], 'Fresh Dill': ['Cup', 0.5]}",new,None,1
Pizza,0,beef,"{'Pizza': ['Each', 1]}",pizza,None,2
Polish Barley Vegetable Soup,0,veggie,"{'Pearl Barley': ['Cup', 0.5], 'Butter': ['Tbsp', 4], 'Yellow Onion': ['Each', 0.5], 'Carrot': ['Each', 2], 'Yellow Turnip': ['Each', 1], 'Leek': ['Each', 1], 'Celery': ['Rib', 1], 'Brown Mushrooms': ['Dry Oz', 4], 'Dry Marjoram': ['Tsp', 0.5], 'Dry Parsley': ['Tbsp', 0.5], 'Beef Stock': ['Cup', 6]}",soup,None,1
Pork and Sauerkraut Goulash,1,pork,"{'Pork Shoulder': ['Lb', 1.25], 'Yellow Onion': ['Each', 1], 'Garlic': ['Clove', 2], 'Anaheim Pepper': ['Each', 2], 'Tomato': ['Each', 1], 'Sauerkraut': ['Cup', 1], 'Paprika': ['Tbsp', 1], 'Sour Cream': ['Tbsp', 2.5], 'All-Purpose Flour': ['Tbsp', 0.5], 'Egg Noodles': ['Dry Oz', 4]}",new,None,1
Pork Potstickers,1,pork,"{'Ground Pork': ['Dry Oz', 8], 'Cabbage': ['Lb', 0.15], 'Carrot': ['Each', 1], 'Garlic': ['Clove', 1], 'Green Onion': ['Each', 2], 'Sesame Oil': ['Tsp', 1], 'Wonton Wrappers': ['Each', 24], 'Rice Vinegar': ['Cup', 0.25], 'Soy Sauce': ['Tbsp', 1], 'Garlic Powder': ['Tsp', 0.25], 'Granulated Sugar': ['Tsp', 0.25], 'Sesame Seed': ['Tsp', 0.25]}",new,dumplings,1
Pork with Broccoli,0,pork,"{'Soy Sauce': ['Tbsp', 0.66], 'Chicken Stock': ['Cup', 0.5], 'Honey': ['Cup', 0.25], 'Rice Wine Vinegar': ['Tbsp', 2], 'Brown Sugar': ['Tbsp', 2], 'Garlic': ['Clove', 3], 'Sesame Oil': ['Tbsp', 1], 'Cornstarch': ['Tbsp', 1], 'Ground Ginger': ['Tsp', 1], 'Red Pepper Flakes': ['Tsp', 0.25], 'Olive Oil': ['Tbsp', 1], 'Pork Chop': ['Each', 4], 'Broccoli': ['Each', 1]}",stir fry,None,2
Potato Soup,0,pork,"{'Bacon': ['Strip', 8], 'Butter': ['Tbsp', 2], 'Celery': ['Each', 2], 'Leek': ['Each', 1], 'Yellow Onion': ['Each', 1], 'Garlic': ['Clove', 3], 'Gold Potato': ['Each', 4], 'Chicken Stock': ['Cup', 1], 'White Pepper': ['Tsp', 0.5], 'Dry Thyme': ['Tsp', 0.5], 'All-Purpose Flour': ['Cup', 0.33], 'Half-and-Half': ['Cup', 2], 'Bay Leaf': ['Each', 1]}",soup,potato soup,4
Rice-a-Roni Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Rice-A-Roni': ['Each', 1], 'Butter': ['Tbsp', 2]}",stir fry,None,2
Roasted Beef Tips,1,beef,"{'Sirloin': ['Lb', 1], 'Garlic': ['Clove', 1], 'Flat-Leaf Parsley': ['Cup', 0.5], 'Olive Oil': ['Tbsp', 2], 'Lemon Juice': ['Tbsp', 1], 'Oregano': ['Tsp', 0.5], 'Onion Powder': ['Tsp', 0.5], 'Dry Thyme': ['Tsp', 0.25], 'Kosher Salt': ['Tsp', 0.25]}",new,steak,1
Roasted Root Vegetable Pot Pie,1,veggie,"{'Butter': ['Cup', 0.25], 'Ground Coriander': ['Tsp', 0.25], 'Dry Thyme': ['Tsp', 0.25], 'Kosher Salt': ['Tsp', 0.25], 'Leek': ['Each', 1], 'Sweet Potato': ['Each', 1], 'Parsnip': ['Each', 2], 'Carrot': ['Each', 2], 'Celery': ['Rib', 1], 'Cognac': ['Tbsp', 1], 'All-Purpose Flour': ['Cup', 0.25], 'Vegetable Stock': ['Cup', 1.25], 'Whole Milk': ['Cup', 0.5], 'Fresh Thyme': ['Tsp', 1], 'Flat-Leaf Parsley': ['Each', 0.5]}",new,pie,1
Ropa Vieja,1,beef,"{'Beef Chuck Roast': ['Lb', 1], 'Yellow Onion': ['Each', 0.5], 'Red Bell Pepper': ['Each', 1], 'Yellow Bell Pepper': ['Each', 1], 'Garlic': ['Clove', 2], 'Oregano': ['Tsp', 1], 'Ground Cumin': ['Tsp', 1], 'Paprika': ['Tsp', 1], 'Smoked Paprika': ['Tsp', 0.5], 'Ground Allspice': ['Tsp', 0.13], 'Ground Cloves': ['Tsp', 0.13], 'Kosher Salt': ['Tsp', 1], 'White Wine': ['Cup', 0.25], 'Chicken Stock': ['Cup', 0.5], 'Crushed Tomatoes': ['Oz', 8], 'Tomato Paste': ['Oz', 3], 'Bay Leaf': ['Each', 1], 'Carrot': ['Each', 1], 'Celery': ['Rib', 1], 'Green Olives': ['Cup', 1], 'Roasted Red Peppers': ['Cup', 0.5], 'Pimientos': ['Cup', 0.25], 'Capers': ['Tbsp', 2], 'Flat-Leaf Parsley': ['Cup', 0.33]}",new,None,1
Salisbury Steak,0,beef,"{'Ground Beef': ['Lb', 1], 'Breadcrumbs': ['Cup', 0.25], 'Egg': ['Each', 1], 'Worcestershire Sauce': ['Tsp', 1], 'Kosher Salt': ['Tsp', 0.5], 'Olive Oil': ['Tbsp', 1], 'Butter': ['Tbsp', 1], 'Yellow Onion': ['Each', 0.5], 'Crimini Mushrooms': ['Dry Oz', 4], 'Beef Stock': ['Cup', 1], 'Tomato Paste': ['Tbsp', 0.5], 'Soy Sauce': ['Tbsp', 0.5], 'Cornstarch': ['Tsp', 1]}",new,burgers,1
Sausage with Roasted Veggies,0,pork,"{'Italian Sausage': ['Each', 2], 'Carrot': ['Each', 3], 'Red Potato': ['Each', 4]}",None,None,4
Sausages,0,pork,"{'Sausage': ['Each', 2], 'Hot Dog Bun': ['Each', 2], 'French Fries': ['Each', 0.5]}",hot dog,None,2
Schnitzel,1,pork,"{'Pork Chop': ['Each', 6], 'All-Purpose Flour': ['Cup', 1], 'Garlic Powder': ['Tsp', 1], 'Paprika': ['Tsp', 1], 'Egg': ['Each', 1], 'Milk': ['Cup', 0.5], 'Brown Mustard': ['Tsp', 2], 'Panko': ['Cup', 1], 'Bacon': ['Lb', 0.5], 'Yellow Onion': ['Each', 0.5], 'Red Wine': ['Cup', 0.25], 'Beef Stock': ['Cup', 2], 'Unsalted Butter': ['Tbsp', 2]}",froed,None,1
Sesame Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Soy Sauce': ['Tbsp', 4], 'Garlic': ['Clove', 1], 'Cornstarch': ['Cup', 0.38], 'All-Purpose Flour': ['Tbsp', 2], 'Baking Soda': ['Tsp', 0.25], 'Baking Powder': ['Tsp', 0.25], 'Dry Sherry': ['Tbsp', 1], 'Vegetable Oil': ['Cup', 2], 'Sesame Oil': ['Tbsp', 2.5], 'Chicken Stock': ['Cup', 1], 'Granulated Sugar': ['Cup', 1], 'White Vinegar': ['Cup', 1], 'Dark Soy Sauce': ['Tbsp', 2], 'Chili Paste': ['Tsp', 1], 'Sesame Seed': ['Tbsp', 2]}",new,stir fry,1
Shrimp Scampi,0,seafood,"{'Butter': ['Tbsp', 2], 'Olive Oil': ['Tbsp', 2], 'Garlic': ['Clove', 4], 'White Wine': ['Cup', 0.5], 'Kosher Salt': ['Tsp', 0.75], 'Red Pepper Flakes': ['Tsp', 0.13], 'Shrimp': ['Lb', 1], 'Flat-Leaf Parsley': ['Cup', 0.33], 'Fettuccine': ['Lb', 0.5]}",None,None,1
Soba Noodle Soup,0,veggie,"{'Olive Oil': ['Tbsp', 2], 'Crimini Mushrooms': ['Dry Oz', 8], 'Garlic': ['Clove', 3], 'Ginger': ['Tbsp', 0.5], 'Soy Sauce': ['Cup', 0.25], 'Vegetable Stock': ['Cup', 3], 'Soba Noodles': ['Dry Oz', 6], 'Bok Choy': ['Leaf', 2], 'Carrot': ['Each', 1], 'Green Onion': ['Each', 4], 'Sesame Seed': ['Tbsp', 1]}",new,soup,1
Spaghetti,0,pork,"{'Ground Italian Sausage': ['Lb', 1], 'Tomato Sauce': ['Each', 1], 'Spaghetti': ['Each', 1]}",pasta,None,2
Spanish Chicken and Rice,0,chicken,"{'Chicken Thigh Skin-on': ['Each', 4], 'Kosher Salt': ['Tsp', 3], 'Olive Oil': ['Tbsp', 2], 'Red Bell Pepper': ['Each', 1], 'Yellow Bell Pepper': ['Each', 1], 'Garlic': ['Clove', 4], 'Rice': ['Cup', 1.5], 'Chicken Stock': ['Cup', 1.5], 'Garbanzo Beans': ['Dry Oz', 15], 'Diced Tomatoes': ['Oz', 15], 'Smoked Paprika': ['Tsp', 2], 'Bay Leaf': ['Each', 1], 'Chorizo': ['Dry Oz', 8], 'Green Olives': ['Cup', 0.5], 'Flat-Leaf Parsley': ['Cup', 0.25]}",new,None,1
Spinach and Artichoke Quesadillas,1,veggie,"{'Artichoke Hearts': ['Cup', 1], 'Garlic': ['Clove', 2], 'Baby Spinach': ['Dry Oz', 6], 'Neufchatel Cheese': ['Oz', 4], 'Shredded Mozzarella': ['Cup', 1], 'Shredded Parmesan': ['Cup', 0.25], 'Butter': ['Tbsp', 1], 'Flour Tortilla': ['Each', 6]}",new,tacos,1
Steak,1,beef,"{'Steak': ['Each', 1], 'Gold Potato': ['Each', 4], 'Butter': ['Tbsp', 2], 'Canola Oil': ['Tbsp', 1]}",steak,None,1
Steak Fajitas,0,beef,"{'Cumin Seeds': ['Tbsp', 1], 'Chipotle Powder': ['Tsp', 1], 'Flank Steak': ['Lb', 0.5], 'Lime': ['Each', 1], 'Olive Oil': ['Cup', 0.25], 'Worcestershire Sauce': ['Tbsp', 1], 'Garlic': ['Clove', 4], 'Yellow Onion': ['Each', 1], 'Red Bell Pepper': ['Each', 2], 'Flour Tortilla': ['Each', 4]}",tacos,None,2
Stir Fry Beef,0,beef,"{'Flank Steak': ['Lb', 0.5],  'Noodles': ['Each', 1], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,2
Stir Fry Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1],  'Noodles': ['Each', 1], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,2
Stir Fry Pork,0,pork,"{'Pork Chop': ['Each', 3], 'Noodles': ['Each', 1], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,2
Stir Fry Shrimp,0,seafood,"{'Shrimp': ['Lb', 0.25], 'Noodles': ['Each', 1], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,1
Stir Fry Veggies,0,veggie,"{'Noodles': ['Each', 1], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 4], 'Bok Choy': ['Leaf', 3], 'Carrot': ['Each', 1], 'Baby Corn': ['Dry Oz', 7]}",stir fry,None,2
Stromboli,0,pork,"{'Pizza Dough': ['Each', 1], 'Pizza Sauce': ['Cup', 0.25], 'Shredded Mozzarella': ['Cup', 2], 'Ground Italian Sausage': ['Lb', 0.5], 'Bacon': ['Strip', 4], 'Pepperoni': ['Slice', 12], 'Butter': ['Tbsp', 1], 'Shredded Parmesan': ['Cup', 0.33]}",new,pizza,1
Stuffed Poblano Peppers,0,pork,"{'Red Potato': ['Dry Oz', 10], 'Chorizo': ['Dry Oz', 6], 'Poblano Chile': ['Each', 4], 'Olive Oil': ['Tsp', 2], 'Queso Fresco': ['Dry Oz', 2], 'Queso Dip': ['Cup', 2]}",casserole,None,1
Sweet and Sour Chicken,0,chicken,"{'Chicken Breast': ['Each', 2], 'Cornstarch': ['Cup', 0.33], 'Canola Oil': ['Tbsp', 2], 'Red Bell Pepper': ['Each', 1], 'Green Bell Pepper': ['Each', 1], 'Granulated Sugar': ['Cup', 0.75], 'Apple Cider Vinegar': ['Cup', 0.5], 'Ketchup': ['Cup', 0.25], 'Soy Sauce': ['Tbsp', 2], 'Onion Powder': ['Tsp', 1], 'Garlic Powder': ['Tsp', 1], 'Cornstarch': ['Tbsp', 1], 'Rice': ['Cup', 1]}",new,stir fry,1
Tacos Chorizo,0,pork,"{'Ground Turkey': ['Lb', 1], 'Taco Shell': ['Each', 6], 'Shredded Cheddar': ['Cup', 0.5], 'Lettuce': ['Lb', 0.1]}",tacos,None,1
Tacos Ground Beef,0,beef,"{'Ground Beef': ['Lb', 1], 'Taco Seasoning': ['Tbsp', 2], 'Taco Shell': ['Each', 6], 'Shredded Cheddar': ['Cup', 0.5], 'Lettuce': ['Lb', 0.1]}",tacos,None,2
Tacos Ground Chicken,0,chicken,"{'Ground Chicken': ['Lb', 1], 'Taco Seasoning': ['Tbsp', 2], 'Taco Shell': ['Each', 6], 'Shredded Cheddar': ['Cup', 0.5], 'Lettuce': ['Lb', 0.1]}",tacos,None,2
Tacos Ground Turkey,0,chicken,"{'Ground Turkey': ['Lb', 1], 'Taco Seasoning': ['Tbsp', 2], 'Taco Shell': ['Each', 6], 'Shredded Cheddar': ['Cup', 0.5], 'Lettuce': ['Lb', 0.1]}",tacos,None,1
Tacos Shredded Beef,0,beef,"{'Shredded Taco Seasoning': ['Each', 1], 'Olive Oil': ['Tbsp', 2], 'Beef Chuck Roast': ['Lb', 0.66], 'Garlic': ['Clove', 5], 'Yellow Onion': ['Each', 1], 'Orange Juice': ['Cup', 0.75], 'Lime Juice': ['Tbsp', 2], 'Crushed Tomatoes': ['Oz', 14], 'Beef Stock': ['Cup', 2], 'Flour Tortilla': ['Each', 8]}",tacos,None,1
Tacos Shredded Chicken,0,chicken,"{'Shredded Taco Seasoning': ['Each', 1], 'Olive Oil': ['Tbsp', 2], 'Chicken Breast': ['Lb', 0.66], 'Garlic': ['Clove', 5], 'Yellow Onion': ['Each', 1], 'Orange Juice': ['Cup', 0.75], 'Lime Juice': ['Tbsp', 2], 'Crushed Tomatoes': ['Oz', 14], 'Beef Stock': ['Cup', 2], 'Flour Tortilla': ['Each', 8]}",tacos,None,1
Tacos Shredded Pork,0,pork,"{'Shredded Taco Seasoning': ['Each', 1], 'Olive Oil': ['Tbsp', 2], 'Pork Tenderloin': ['Lb', 0.66], 'Garlic': ['Clove', 5], 'Yellow Onion': ['Each', 1], 'Orange Juice': ['Cup', 0.75], 'Lime Juice': ['Tbsp', 2], 'Crushed Tomatoes': ['Oz', 14], 'Beef Stock': ['Cup', 2], 'Flour Tortilla': ['Each', 8]}",tacos,None,1
Teriyaki Beef,0,beef,"{'Flank Steak': ['Lb', 0.5], 'Soy Sauce': ['Cup', 0.25], 'Mirin': ['Cup', 0.25], 'Sake': ['Cup', 0.25], 'Brown Sugar': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 0.5], 'Fish Sauce': ['Tsp', 0.5], 'Garlic': ['Clove', 2], 'Ginger': ['Each', 0.5], 'Cornstarch': ['Cup', 0.33], 'Canola Oil': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2], 'Carrot': ['Each', 1]}",stir fry,None,2
Teriyaki Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Soy Sauce': ['Cup', 0.25], 'Mirin': ['Cup', 0.25], 'Sake': ['Cup', 0.25], 'Brown Sugar': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 0.5], 'Fish Sauce': ['Tsp', 0.5], 'Garlic': ['Clove', 2], 'Ginger': ['Each', 0.5], 'Cornstarch': ['Cup', 0.33], 'Canola Oil': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2], 'Carrot': ['Each', 1]}",stir fry,None,2
Teriyaki Pork,0,pork,"{'Pork Chop': ['Each', 4], 'Soy Sauce': ['Cup', 0.25], 'Mirin': ['Cup', 0.25], 'Sake': ['Cup', 0.25], 'Brown Sugar': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 0.5], 'Fish Sauce': ['Tsp', 0.5], 'Garlic': ['Clove', 2], 'Ginger': ['Each', 0.5], 'Cornstarch': ['Cup', 0.33], 'Canola Oil': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2], 'Carrot': ['Each', 1]}",stir fry,None,2
Teriyaki Shrimp,0,seafood,"{'Shrimp': ['Lb', 0.5], 'Soy Sauce': ['Cup', 0.25], 'Mirin': ['Cup', 0.25], 'Sake': ['Cup', 0.25], 'Brown Sugar': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 0.5], 'Fish Sauce': ['Tsp', 0.5], 'Garlic': ['Clove', 2], 'Ginger': ['Each', 0.5], 'Cornstarch': ['Cup', 0.33], 'Canola Oil': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2], 'Carrot': ['Each', 1]}",stir fry,None,1
Teriyaki Veggies,0,veggie,"{'Soy Sauce': ['Cup', 0.25], 'Mirin': ['Cup', 0.25], 'Sake': ['Cup', 0.25], 'Brown Sugar': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 0.5], 'Fish Sauce': ['Tsp', 0.5], 'Garlic': ['Clove', 2], 'Ginger': ['Each', 0.5], 'Cornstarch': ['Cup', 0.33], 'Canola Oil': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 5], 'Bok Choy': ['Leaf', 4], 'Carrot': ['Each', 2], 'Baby Corn': ['Dry Oz', 7]}",stir fry,None,1
Tonkatsu,1,pork,"{'Egg': ['Each', 1], 'Pork Chop': ['Each', 2], 'Mayonnaise': ['Tbsp', 1], 'All-Purpose Flour': ['Tbsp', 4], 'Panko': ['Cup', 3], 'Canola Oil': ['Cup', 0.5]}",new,fried,1
Tonkatsu (Chicken),1,chicken,"{'Egg': ['Each', 1], 'Chicken Breast': ['Each', 1], 'Mayonnaise': ['Tbsp', 1], 'All-Purpose Flour': ['Tbsp', 4], 'Panko': ['Cup', 3], 'Canola Oil': ['Cup', 0.5]}",new,fried,1
Tortellini Soup,0,pork,"{'Ground Italian Sausage': ['Lb', 1], 'Butter': ['Tbsp', 3], 'Garlic': ['Clove', 2], 'Celery': ['Rib', 2], 'Carrot': ['Each', 1], 'Yellow Onion': ['Each', 0.5], 'Chicken Stock': ['Cup', 4], 'Tortellini': ['Dry Oz', 6], 'Curly Parsley': ['Tbsp', 2], 'Ground Nutmeg': ['Tsp', 1], 'Spinach': ['Dry Oz', 8]}",soup,None,2
Vegetable Tempura Udon Soup,1,veggie,"{'Asparagus': ['Lb', 0.5], 'Yellow Turnip': ['Each', 1], 'Gold Potato': ['Each', 1], 'Carrot': ['Each', 3], 'Egg': ['Each', 1], 'All-Purpose Flour': ['Dry Oz', 5.5], 'Canola Oil': ['Cup', 4], 'Kombu': ['Each', 2], 'Sake': ['Tbsp', 1.5], 'Mirin': ['Tbsp', 2], 'Soy Sauce': ['Tbsp', 2], 'Fresh Udon': ['Each', 1], 'Green Onion': ['Each', 4]}",new,soup,1
Vichyssoise,1,veggie,"{'Butter': ['Tbsp', 2], 'Leek': ['Each', 4], 'Gold Potato': ['Each', 1], 'Chicken Stock': ['Cup', 1], 'Heavy Cream': ['Cup', 1], 'Dry Chive': ['Tsp', 1], 'Ground Nutmeg': ['Tsp', 0.13]}",new,soup,1
White Pizza,1,veggie,"{'Active Dry Yeast': ['Tsp', 3], 'Honey': ['Tbsp', 1], 'Olive Oil': ['Tbsp', 1], 'All-Purpose Flour': ['Cup', 3.13], 'Kosher Salt': ['Tsp', 1.25], 'Unsalted Butter': ['Tbsp', 2], 'Half-and-Half': ['Cup', 0.75], 'Ground Nutmeg': ['Tsp', 0.25], 'Provolone Cheese': ['Cup', 1], 'Shredded Mozzarella': ['Cup', 1], 'Fontina Cheese': ['Cup', 0.5], 'Shredded Parmesan': ['Cup', 0.25], 'Burrata': ['Each', 2]}",new,pizza,1
Wonton Soup,1,seafood,"{'Ground Pork': ['Dry Oz', 5], 'Shrimp': ['Dry Oz', 3], 'Soy Sauce': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 1], 'Cornstarch': ['Tsp', 1], 'Egg': ['Each', 1], 'Granulated Sugar': ['Tsp', 0.5], 'Garlic': ['Clove', 2], 'Green Onion': ['Each', 1], 'Wonton Wrappers': ['Each', 36], 'Chicken Stock': ['Cup', 4]}",new,soup,1
Xiao Long Bao,1,pork,"{'Ginger': ['Each', 2], 'Green Onion': ['Each', 3], 'Shaoxing': ['Tbsp', 2], 'Bread Flour': ['Cup', 0.75], 'All-Purpose Flour': ['Tbsp', 6], 'Canola Oil': ['Tsp', 1.5], 'Sesame Oil': ['Tsp', 1.5], 'Soy Sauce': ['Tsp', 1], 'Granulated Sugar': ['Tsp', 1.5], 'Kosher Salt': ['Tsp', 0.5], 'White Pepper': ['Tsp', 0.13], 'Ground Pork': ['Lb', 0.5], 'Chinkiang Vinegar': ['Cup', 0.25]}",new,soup,1
Yakisoba Beef,0,beef,"{'Flank Steak': ['Lb', 0.5], 'Canola Oil': ['Tbsp', 2], 'Yellow Onion': ['Each', 0.5], 'Napa Cabbage': ['Leaf', 2], 'Carrot': ['Each', 1], 'Red Bell Pepper': ['Each', 1], 'Soba Noodles': ['Dry Oz', 8]}",new,stir fry,1
Yakisoba Chicken,0,chicken,"{'Chicken Breast': ['Lb', 0.5], 'Canola Oil': ['Tbsp', 2], 'Yellow Onion': ['Each', 0.5], 'Napa Cabbage': ['Leaf', 2], 'Carrot': ['Each', 1], 'Red Bell Pepper': ['Each', 1], 'Soba Noodles': ['Dry Oz', 8]}",new,stir fry,1
Yakisoba Pork,0,pork,"{'Pork Chop': ['Each', 2], 'Canola Oil': ['Tbsp', 2], 'Yellow Onion': ['Each', 0.5], 'Napa Cabbage': ['Leaf', 2], 'Carrot': ['Each', 1], 'Red Bell Pepper': ['Each', 1], 'Soba Noodles': ['Dry Oz', 8]}",new,stir fry,1
Yakisoba Pork Belly,0,pork,"{'Bacon': ['Dry Oz', 6], 'Canola Oil': ['Tbsp', 2], 'Yellow Onion': ['Each', 0.5], 'Napa Cabbage': ['Leaf', 2], 'Carrot': ['Each', 1], 'Red Bell Pepper': ['Each', 1], 'Soba Noodles': ['Dry Oz', 8]}",new,stir fry,1
Yakisoba Veggie,0,veggie,"{'Canola Oil': ['Tbsp', 2], 'Yellow Onion': ['Each', 0.5], 'Napa Cabbage': ['Leaf', 4], 'Carrot': ['Each', 2], 'Red Bell Pepper': ['Each', 2], 'Baby Corn': ['Dry Oz', 7], 'Soba Noodles': ['Dry Oz', 8]}",new,stir fry,1
Yakitori Chicken,0,chicken,"{'Chicken Thigh': ['Each', 6], 'Green Onion': ['Each', 2], 'Teriyaki Sauce': ['Cup', 0.5]}",new,None,1
Yang Chun Mian,0,None,"{'Chinese Egg Noodles': ['Dry Oz', 10], 'Chicken Stock': ['Cup', 5], 'Light Soy Sauce': ['Tbsp', 4], 'Dark Soy Sauce': ['Tsp', 0.5], 'Granulated Sugar': ['Tsp', 0.5], 'Green Onion': ['Tbsp', 2]}",new,soup,1
Zuppa Toscana,0,pork,"{'Ground Italian Sausage': ['Lb', 1], 'Garlic': ['Clove', 2], 'Yellow Onion': ['Each', 1], 'Russet Potato': ['Each', 4], 'Chicken Stock': ['Cup', 4], 'Kale': ['Lb', 0.5], 'Heavy Cream': ['Cup', 0.75]}",soup,potato soup,2